word,count,disc_count,fw_count,estimate,leftover_prob
and_had,10,9.3,2430,0.00382716,0.49
the_moment,10,9.3,4856,0.001915157,0.63
than_a,10,9.3,148,0.062837838,0.63
this_weekend,10,9.3,563,0.01651865,0.7
a_different,10,9.3,2406,0.003865337,0.63
even_more,10,9.3,108,0.086111111,0.7
good_luck,10,9.3,194,0.047938144,0.63
was_just,10,9.3,638,0.014576803,0.7
i_like,10,9.3,1571,0.005919796,0.49
on_twitter,10,9.3,869,0.010701956,0.7
the_reason,10,9.3,4856,0.001915157,0.56
in_one,10,9.3,1587,0.005860113,0.56
in_all,10,9.3,1587,0.005860113,0.56
for_an,10,9.3,1092,0.008516484,0.7
was_still,10,9.3,638,0.014576803,0.7
i_also,10,9.3,1571,0.005919796,0.56
at_p.m,10,9.3,601,0.01547421,0.7
could_have,10,9.3,111,0.083783784,0.63
don't_want,10,9.3,119,0.078151261,0.21
just_the,10,9.3,290,0.032068966,0.63
think_about,10,9.3,140,0.066428571,0.42
reciprocating_saw,10,9.3,10,0.93,0.63
seems_to,9,8.3,26,0.319230769,0.622222222
the_middle,9,8.3,4856,0.001709226,0.388888889
the_movie,9,8.3,4856,0.001709226,0.7
in_new,9,8.3,1587,0.005229994,0.466666667
a_person,9,8.3,2406,0.003449709,0.7
all_you,9,8.3,340,0.024411765,0.544444444
in_our,9,8.3,1587,0.005229994,0.7
out_for,9,8.3,282,0.029432624,0.7
since_the,9,8.3,64,0.1296875,0.7
you_see,9,8.3,1035,0.008019324,0.466666667
you_would,9,8.3,1035,0.008019324,0.388888889
the_entire,9,8.3,4856,0.001709226,0.7
like_this,9,8.3,245,0.033877551,0.7
good_morning,9,8.3,194,0.042783505,0.7
live_in,9,8.3,45,0.184444444,0.622222222
time_for,9,8.3,212,0.039150943,0.544444444
in_some,9,8.3,1587,0.005229994,0.544444444
is_always,9,8.3,1138,0.007293497,0.7
people_are,9,8.3,175,0.047428571,0.7
on_it,9,8.3,869,0.009551208,0.7
who_was,9,8.3,258,0.032170543,0.7
good_day,9,8.3,194,0.042783505,0.622222222
me_a,9,8.3,337,0.02462908,0.622222222
it_just,9,8.3,936,0.008867521,0.622222222
out_a,9,8.3,282,0.029432624,0.7
the_person,9,8.3,4856,0.001709226,0.466666667
lots_of,9,8.3,11,0.754545455,0.7
he_could,9,8.3,503,0.016500994,0.7
will_make,9,8.3,318,0.026100629,0.544444444
in_front,9,8.3,1587,0.005229994,0.077777778
front_of,9,8.3,13,0.638461538,0.544444444
and_how,9,8.3,2430,0.003415638,0.544444444
the_future,9,8.3,4856,0.001709226,0.7
along_with,9,8.3,26,0.319230769,0.7
but_you,9,8.3,498,0.016666667,0.7
my_life,9,8.3,497,0.016700201,0.7
on_tuesday,9,8.3,869,0.009551208,0.544444444
all_i,9,8.3,340,0.024411765,0.7
talking_about,9,8.3,26,0.319230769,0.622222222
i_haven't,9,8.3,1571,0.005283259,0.7
you_for,9,8.3,1035,0.008019324,0.7
will_go,9,8.3,318,0.026100629,0.622222222
and_have,9,8.3,2430,0.003415638,0.544444444
for_her,9,8.3,1092,0.007600733,0.7
if_we,9,8.3,280,0.029642857,0.466666667
came_to,9,8.3,34,0.244117647,0.622222222
on_our,9,8.3,869,0.009551208,0.7
because_they,9,8.3,127,0.065354331,0.622222222
when_she,9,8.3,271,0.030627306,0.622222222
years_of,9,8.3,105,0.079047619,0.7
along_the,9,8.3,26,0.319230769,0.544444444
good_for,9,8.3,194,0.042783505,0.622222222
but_they,9,8.3,498,0.016666667,0.7
for_his,9,8.3,1092,0.007600733,0.7
to_feel,9,8.3,2827,0.002935975,0.544444444
the_man,9,8.3,4856,0.001709226,0.544444444
to_think,9,8.3,2827,0.002935975,0.622222222
on_wednesday,9,8.3,869,0.009551208,0.7
i_didnt,9,8.3,1571,0.005283259,0.7
a_real,9,8.3,2406,0.003449709,0.7
and_on,9,8.3,2430,0.003415638,0.622222222
the_whole,9,8.3,4856,0.001709226,0.7
to_an,9,8.3,2827,0.002935975,0.7
find_it,9,8.3,62,0.133870968,0.7
life_is,9,8.3,97,0.08556701,0.622222222
where_the,9,8.3,99,0.083838384,0.7
if_they,9,8.3,280,0.029642857,0.466666667
the_two,9,8.3,4856,0.001709226,0.7
what_she,9,8.3,304,0.027302632,0.622222222
seemed_to,9,8.3,13,0.638461538,0.311111111
what_was,9,8.3,304,0.027302632,0.622222222
her_and,9,8.3,216,0.038425926,0.622222222
for_that,9,8.3,1092,0.007600733,0.622222222
my_first,9,8.3,497,0.016700201,0.7
to_become,9,8.3,2827,0.002935975,0.544444444
against_the,9,8.3,32,0.259375,0.7
think_the,9,8.3,140,0.059285714,0.7
am_not,9,8.3,97,0.08556701,0.622222222
from_my,9,8.3,394,0.02106599,0.7
who_have,9,8.3,258,0.032170543,0.7
next_week,9,8.3,79,0.105063291,0.7
stories_stories,9,8.3,25,0.332,0.155555556
up_a,9,8.3,301,0.027574751,0.7
between_the,9,8.3,34,0.244117647,0.7
the_baby,9,8.3,4856,0.001709226,0.7
and_not,9,8.3,2430,0.003415638,0.7
with_no,9,8.3,735,0.011292517,0.7
each_other,9,8.3,47,0.176595745,0.622222222
the_year,9,8.3,4856,0.001709226,0.7
is_still,9,8.3,1138,0.007293497,0.544444444
how_the,9,8.3,161,0.051552795,0.7
for_them,9,8.3,1092,0.007600733,0.622222222
or_a,9,8.3,294,0.028231293,0.7
with_this,9,8.3,735,0.011292517,0.7
she_had,9,8.3,229,0.036244541,0.622222222
group_of,9,8.3,33,0.251515152,0.7
watching_the,8,7.3,33,0.221212121,0.7
which_was,8,7.3,149,0.048993289,0.7
any_of,8,7.3,94,0.077659574,0.525
it_means,8,7.3,936,0.007799145,0.6125
minutes_and,8,7.3,38,0.192105263,0.525
do_that,8,7.3,243,0.030041152,0.7
the_floor,8,7.3,4856,0.001503295,0.7
is_only,8,7.3,1138,0.006414763,0.7
that_way,8,7.3,1112,0.006564748,0.7
the_perfect,8,7.3,4856,0.001503295,0.7
love_it,8,7.3,146,0.05,0.525
it_we,8,7.3,936,0.007799145,0.525
place_in,8,7.3,48,0.152083333,0.525
the_many,8,7.3,4856,0.001503295,0.7
to_and,8,7.3,2827,0.002582243,0.7
to_not,8,7.3,2827,0.002582243,0.7
the_final,8,7.3,4856,0.001503295,0.7
day_in,8,7.3,192,0.038020833,0.6125
not_that,8,7.3,455,0.016043956,0.7
for_us,8,7.3,1092,0.006684982,0.7
talk_to,8,7.3,43,0.169767442,0.6125
may_be,8,7.3,68,0.107352941,0.525
san_diego,8,7.3,25,0.292,0.7
a_full,8,7.3,2406,0.003034081,0.7
a_woman,8,7.3,2406,0.003034081,0.7
me_for,8,7.3,337,0.021661721,0.525
i_mean,8,7.3,1571,0.004646722,0.7
the_air,8,7.3,4856,0.001503295,0.7
me_but,8,7.3,337,0.021661721,0.7
be_able,8,7.3,527,0.013851992,0.0875
listening_to,8,7.3,9,0.811111111,0.7
more_about,8,7.3,251,0.029083665,0.6125
is_now,8,7.3,1138,0.006414763,0.7
instead_of,8,7.3,20,0.365,0.6125
find_a,8,7.3,62,0.117741935,0.35
with_an,8,7.3,735,0.009931973,0.7
as_long,8,7.3,492,0.014837398,0.0875
long_as,8,7.3,52,0.140384615,0.6125
a_bad,8,7.3,2406,0.003034081,0.6125
had_no,8,7.3,226,0.032300885,0.7
so_the,8,7.3,387,0.018863049,0.7
this_one,8,7.3,563,0.012966252,0.525
to_it,8,7.3,2827,0.002582243,0.7
a_former,8,7.3,2406,0.003034081,0.7
no_longer,8,7.3,201,0.036318408,0.7
on_to,8,7.3,869,0.00840046,0.6125
around_and,8,7.3,83,0.087951807,0.4375
all_about,8,7.3,340,0.021470588,0.6125
well_i,8,7.3,125,0.0584,0.525
me_on,8,7.3,337,0.021661721,0.7
and_one,8,7.3,2430,0.003004115,0.6125
the_season,8,7.3,4856,0.001503295,0.6125
with_her,8,7.3,735,0.009931973,0.7
i_won't,8,7.3,1571,0.004646722,0.4375
day_to,8,7.3,192,0.038020833,0.6125
and_its,8,7.3,2430,0.003004115,0.7
people_in,8,7.3,175,0.041714286,0.6125
a_story,8,7.3,2406,0.003034081,0.525
might_be,8,7.3,40,0.1825,0.7
told_me,8,7.3,43,0.169767442,0.6125
me_that,8,7.3,337,0.021661721,0.7
percent_of,8,7.3,29,0.251724138,0.6125
love_the,8,7.3,146,0.05,0.6125
can_i,8,7.3,225,0.032444444,0.525
year_in,8,7.3,125,0.0584,0.525
but_a,8,7.3,498,0.014658635,0.7
one_is,8,7.3,270,0.027037037,0.7
near_the,8,7.3,24,0.304166667,0.7
think_you,8,7.3,140,0.052142857,0.6125
i_started,8,7.3,1571,0.004646722,0.6125
and_i'm,8,7.3,2430,0.003004115,0.525
these_people,8,7.3,76,0.096052632,0.6125
next_year,8,7.3,79,0.092405063,0.7
they_don't,8,7.3,340,0.021470588,0.7
for_years,8,7.3,1092,0.006684982,0.6125
the_federal,8,7.3,4856,0.001503295,0.525
many_of,8,7.3,98,0.074489796,0.35
with_us,8,7.3,735,0.009931973,0.7
have_you,8,7.3,518,0.014092664,0.7
unable_to,8,7.3,9,0.811111111,0.7
the_council,8,7.3,4856,0.001503295,0.7
your_day,8,7.3,346,0.021098266,0.6125
as_he,8,7.3,492,0.014837398,0.7
not_be,8,7.3,455,0.016043956,0.7
year_and,8,7.3,125,0.0584,0.7
to_spend,8,7.3,2827,0.002582243,0.6125
the_field,8,7.3,4856,0.001503295,0.7
and_just,8,7.3,2430,0.003004115,0.7
in_on,8,7.3,1587,0.004599874,0.4375
is_about,8,7.3,1138,0.006414763,0.6125
the_city's,8,7.3,4856,0.001503295,0.7
it_with,8,7.3,936,0.007799145,0.525
that_it's,8,7.3,1112,0.006564748,0.6125
way_of,8,7.3,134,0.054477612,0.6125
the_country,8,7.3,4856,0.001503295,0.7
a_special,8,7.3,2406,0.003034081,0.7
was_taken,8,7.3,638,0.011442006,0.4375
excited_to,8,7.3,21,0.347619048,0.6125
this_month,8,7.3,563,0.012966252,0.7
there_were,8,7.3,227,0.03215859,0.7
while_the,8,7.3,84,0.086904762,0.7
with_your,8,7.3,735,0.009931973,0.7
also_a,8,7.3,145,0.050344828,0.7
on_that,8,7.3,869,0.00840046,0.7
i_never,8,7.3,1571,0.004646722,0.525
the_rest,8,7.3,4856,0.001503295,0.35
the_white,8,7.3,4856,0.001503295,0.525
comes_to,8,7.3,34,0.214705882,0.7
is_one,8,7.3,1138,0.006414763,0.35
be_sure,8,7.3,527,0.013851992,0.35
where_they,8,7.3,99,0.073737374,0.7
for_what,8,7.3,1092,0.006684982,0.6125
won_the,8,7.3,22,0.331818182,0.7
said_they,8,7.3,328,0.022256098,0.7
enough_to,8,7.3,45,0.162222222,0.7
friends_and,8,7.3,51,0.143137255,0.525
once_again,8,7.3,44,0.165909091,0.7
the_show,8,7.3,4856,0.001503295,0.6125
i_found,8,7.3,1571,0.004646722,0.6125
much_fun,8,7.3,115,0.063478261,0.7
look_like,8,7.3,73,0.1,0.525
a_guy,8,7.3,2406,0.003034081,0.7
to_come,8,7.3,2827,0.002582243,0.6125
the_more,8,7.3,4856,0.001503295,0.6125
up_on,8,7.3,301,0.024252492,0.525
your_life,8,7.3,346,0.021098266,0.6125
i'll_be,8,7.3,35,0.208571429,0.7
it_up,8,7.3,936,0.007799145,0.525
my_friends,8,7.3,497,0.014688129,0.525
about_to,8,7.3,351,0.020797721,0.7
the_power,8,7.3,4856,0.001503295,0.525
a_big,8,7.3,2406,0.003034081,0.7
all_that,8,7.3,340,0.021470588,0.7
a_friend,8,7.3,2406,0.003034081,0.7
a_half,8,7.3,2406,0.003034081,0.525
has_to,8,7.3,245,0.029795918,0.525
when_i'm,8,7.3,271,0.026937269,0.7
of_these,8,7.3,1984,0.003679435,0.6125
a_job,8,7.3,2406,0.003034081,0.6125
if_it,8,7.3,280,0.026071429,0.6125
and_more,8,7.3,2430,0.003004115,0.7
what_do,8,7.3,304,0.024013158,0.2625
not_have,8,7.3,455,0.016043956,0.525
a_team,8,7.3,2406,0.003034081,0.525
make_sure,8,7.3,127,0.057480315,0.6125
up_at,8,7.3,301,0.024252492,0.525
has_the,8,7.3,245,0.029795918,0.7
what_he,8,7.3,304,0.024013158,0.6125
until_the,8,7.3,42,0.173809524,0.6125
should_have,8,7.3,69,0.105797101,0.6125
is_being,8,7.3,1138,0.006414763,0.6125
have_done,8,7.3,518,0.014092664,0.525
in_there,8,7.3,1587,0.004599874,0.7
to_leave,8,7.3,2827,0.002582243,0.6125
a_nice,8,7.3,2406,0.003034081,0.7
no_matter,8,7.3,201,0.036318408,0.35
over_and,8,7.3,127,0.057480315,0.525
as_an,8,7.3,492,0.014837398,0.7
you_look,8,7.3,1035,0.00705314,0.35
to_tell,8,7.3,2827,0.002582243,0.525
amount_of,8,7.3,10,0.73,0.7
are_now,8,7.3,531,0.013747646,0.7
is_at,8,7.3,1138,0.006414763,0.7
said_that,8,7.3,328,0.022256098,0.525
impact_wrench,8,7.3,17,0.429411765,0.35
is_like,7,6.3,1138,0.005536028,0.5
it_does,7,6.3,936,0.006730769,0.6
but_with,7,6.3,498,0.012650602,0.6
it's_the,7,6.3,185,0.034054054,0.7
my_mind,7,6.3,497,0.012676056,0.6
you_might,7,6.3,1035,0.006086957,0.6
behind_the,7,6.3,24,0.2625,0.6
the_things,7,6.3,4856,0.001297364,0.4
very_good,7,6.3,93,0.067741935,0.7
i_wish,7,6.3,1571,0.004010185,0.5
as_you,7,6.3,492,0.012804878,0.7
so_you,7,6.3,387,0.01627907,0.6
began_to,7,6.3,17,0.370588235,0.7
had_been,7,6.3,226,0.027876106,0.7
with_that,7,6.3,735,0.008571429,0.6
the_situation,7,6.3,4856,0.001297364,0.6
of_me,7,6.3,1984,0.003175403,0.7
had_an,7,6.3,226,0.027876106,0.6
it_at,7,6.3,936,0.006730769,0.5
be_back,7,6.3,527,0.011954459,0.5
i_still,7,6.3,1571,0.004010185,0.6
said_a,7,6.3,328,0.019207317,0.7
you_i,7,6.3,1035,0.006086957,0.7
sorry_i,7,6.3,24,0.2625,0.7
director_of,7,6.3,20,0.315,0.4
me_if,7,6.3,337,0.018694362,0.4
but_even,7,6.3,498,0.012650602,0.7
the_number,7,6.3,4856,0.001297364,0.4
with_me,7,6.3,735,0.008571429,0.7
the_team,7,6.3,4856,0.001297364,0.6
how_can,7,6.3,161,0.039130435,0.6
that's_not,7,6.3,66,0.095454545,0.7
this_point,7,6.3,563,0.011190053,0.7
i'm_going,7,6.3,165,0.038181818,0.6
the_west,7,6.3,4856,0.001297364,0.6
the_south,7,6.3,4856,0.001297364,0.7
be_happy,7,6.3,527,0.011954459,0.7
i_went,7,6.3,1571,0.004010185,0.7
who_had,7,6.3,258,0.024418605,0.7
say_i,7,6.3,109,0.057798165,0.7
close_to,7,6.3,23,0.273913043,0.7
where_we,7,6.3,99,0.063636364,0.7
due_to,7,6.3,8,0.7875,0.7
coming_to,7,6.3,36,0.175,0.6
on_monday,7,6.3,869,0.007249712,0.7
the_weekend,7,6.3,4856,0.001297364,0.7
a_beautiful,7,6.3,2406,0.002618454,0.5
but_still,7,6.3,498,0.012650602,0.6
idea_that,7,6.3,31,0.203225806,0.7
can_we,7,6.3,225,0.028,0.6
or_the,7,6.3,294,0.021428571,0.7
the_key,7,6.3,4856,0.001297364,0.6
could_not,7,6.3,111,0.056756757,0.7
nothing_to,7,6.3,41,0.153658537,0.7
on_her,7,6.3,869,0.007249712,0.7
a_huge,7,6.3,2406,0.002618454,0.7
to_turn,7,6.3,2827,0.002228511,0.7
put_on,7,6.3,46,0.136956522,0.6
what_we,7,6.3,304,0.020723684,0.7
was_an,7,6.3,638,0.009874608,0.7
think_i'm,7,6.3,140,0.045,0.7
the_national,7,6.3,4856,0.001297364,0.6
rather_than,7,6.3,14,0.45,0.7
started_to,7,6.3,28,0.225,0.7
made_me,7,6.3,106,0.059433962,0.7
under_the,7,6.3,29,0.217241379,0.7
before_you,7,6.3,85,0.074117647,0.7
toward_the,7,6.3,9,0.7,0.7
so_good,7,6.3,387,0.01627907,0.7
members_of,7,6.3,17,0.370588235,0.4
have_any,7,6.3,518,0.012162162,0.6
that_has,7,6.3,1112,0.005665468,0.5
with_all,7,6.3,735,0.008571429,0.7
every_day,7,6.3,75,0.084,0.7
work_on,7,6.3,99,0.063636364,0.6
a_month,7,6.3,2406,0.002618454,0.6
miss_you,7,6.3,39,0.161538462,0.7
them_that,7,6.3,182,0.034615385,0.7
would_not,7,6.3,178,0.035393258,0.7
you_use,7,6.3,1035,0.006086957,0.7
home_and,7,6.3,75,0.084,0.7
i_cant,7,6.3,1571,0.004010185,0.7
still_a,7,6.3,102,0.061764706,0.7
do_with,7,6.3,243,0.025925926,0.7
that_will,7,6.3,1112,0.005665468,0.4
come_on,7,6.3,83,0.075903614,0.5
the_heart,7,6.3,4856,0.001297364,0.6
things_to,7,6.3,83,0.075903614,0.5
help_me,7,6.3,61,0.103278689,0.7
of_god,7,6.3,1984,0.003175403,0.6
the_greatest,7,6.3,4856,0.001297364,0.7
will_also,7,6.3,318,0.019811321,0.5
out_in,7,6.3,282,0.022340426,0.4
get_back,7,6.3,202,0.031188119,0.4
as_his,7,6.3,492,0.012804878,0.7
in_its,7,6.3,1587,0.003969754,0.7
in_three,7,6.3,1587,0.003969754,0.6
managed_to,7,6.3,8,0.7875,0.7
a_blast,7,6.3,2406,0.002618454,0.7
gone_to,7,6.3,19,0.331578947,0.5
i_read,7,6.3,1571,0.004010185,0.7
do_they,7,6.3,243,0.025925926,0.6
to_start,7,6.3,2827,0.002228511,0.7
they_would,7,6.3,340,0.018529412,0.5
now_and,7,6.3,161,0.039130435,0.4
to_live,7,6.3,2827,0.002228511,0.7
can_only,7,6.3,225,0.028,0.7
the_big,7,6.3,4856,0.001297364,0.5
get_my,7,6.3,202,0.031188119,0.7
of_two,7,6.3,1984,0.003175403,0.7
but_then,7,6.3,498,0.012650602,0.6
the_american,7,6.3,4856,0.001297364,0.7
my_new,7,6.3,497,0.012676056,0.7
i'm_in,7,6.3,165,0.038181818,0.7
wants_to,7,6.3,16,0.39375,0.7
the_kids,7,6.3,4856,0.001297364,0.6
and_for,7,6.3,2430,0.002592593,0.5
that_many,7,6.3,1112,0.005665468,0.7
the_streets,7,6.3,4856,0.001297364,0.4
sure_to,7,6.3,63,0.1,0.5
to_check,7,6.3,2827,0.002228511,0.5
in_he,7,6.3,1587,0.003969754,0.3
think_we,7,6.3,140,0.045,0.6
through_a,7,6.3,82,0.076829268,0.6
be_an,7,6.3,527,0.011954459,0.7
a_week,7,6.3,2406,0.002618454,0.7
and_an,7,6.3,2430,0.002592593,0.7
makes_me,7,6.3,39,0.161538462,0.7
the_point,7,6.3,4856,0.001297364,0.6
all_this,7,6.3,340,0.018529412,0.7
a_lead,7,6.3,2406,0.002618454,0.6
few_years,7,6.3,61,0.103278689,0.7
week_and,7,6.3,73,0.08630137,0.5
to_p.m,7,6.3,2827,0.002228511,0.7
not_in,7,6.3,455,0.013846154,0.6
in_addition,7,6.3,1587,0.003969754,0.6
as_it,7,6.3,492,0.012804878,0.7
it_seems,7,6.3,936,0.006730769,0.7
with_some,7,6.3,735,0.008571429,0.7
was_going,7,6.3,638,0.009874608,0.4
the_company,7,6.3,4856,0.001297364,0.7
some_people,7,6.3,212,0.029716981,0.7
my_best,7,6.3,497,0.012676056,0.4
the_life,7,6.3,4856,0.001297364,0.5
was_being,7,6.3,638,0.009874608,0.6
were_the,7,6.3,198,0.031818182,0.7
day_i,7,6.3,192,0.0328125,0.6
the_weather,7,6.3,4856,0.001297364,0.6
only_a,7,6.3,151,0.041721854,0.6
about_what,7,6.3,351,0.017948718,0.7
making_a,7,6.3,38,0.165789474,0.7
if_you're,7,6.3,280,0.0225,0.6
believe_that,7,6.3,34,0.185294118,0.7
the_truth,7,6.3,4856,0.001297364,0.6
need_it,7,6.3,111,0.056756757,0.7
needed_to,7,6.3,18,0.35,0.7
year_i,7,6.3,125,0.0504,0.6
do_something,7,6.3,243,0.025925926,0.4
about_how,7,6.3,351,0.017948718,0.7
for_their,7,6.3,1092,0.005769231,0.7
sounds_like,7,6.3,20,0.315,0.6
interested_in,7,6.3,12,0.525,0.7
a_large,7,6.3,2406,0.002618454,0.7
which_i,7,6.3,149,0.042281879,0.7
at_that,7,6.3,601,0.010482529,0.7
next_time,7,6.3,79,0.079746835,0.7
but_as,7,6.3,498,0.012650602,0.6
day_and,7,6.3,192,0.0328125,0.6
do_we,7,6.3,243,0.025925926,0.5
of_being,7,6.3,1984,0.003175403,0.5
and_this,7,6.3,2430,0.002592593,0.6
many_people,7,6.3,98,0.064285714,0.7
here_in,7,6.3,94,0.067021277,0.7
can_make,7,6.3,225,0.028,0.5
this_and,7,6.3,563,0.011190053,0.7
now_the,7,6.3,161,0.039130435,0.7
we_should,7,6.3,453,0.013907285,0.6
the_road,7,6.3,4856,0.001297364,0.7
new_jersey,6,5.3,184,0.028804348,0.583333333
am_i,6,5.3,97,0.054639175,0.7
said_but,6,5.3,328,0.016158537,0.7
it_for,6,5.3,936,0.005662393,0.7
never_seen,6,5.3,88,0.060227273,0.466666667
sure_you,6,5.3,63,0.084126984,0.7
found_the,6,5.3,43,0.123255814,0.7
just_to,6,5.3,290,0.018275862,0.7
seem_to,6,5.3,13,0.407692308,0.466666667
rt_if,6,5.3,102,0.051960784,0.583333333
want_a,6,5.3,115,0.046086957,0.7
i_see,6,5.3,1571,0.003373647,0.466666667
keep_the,6,5.3,54,0.098148148,0.7
charged_with,6,5.3,10,0.53,0.583333333
you_up,6,5.3,1035,0.005120773,0.7
to_catch,6,5.3,2827,0.001874779,0.466666667
all_my,6,5.3,340,0.015588235,0.583333333
someone_who,6,5.3,42,0.126190476,0.583333333
don't_forget,6,5.3,119,0.044537815,0.466666667
the_subject,6,5.3,4856,0.001091433,0.35
week_of,6,5.3,73,0.07260274,0.7
looking_at,6,5.3,53,0.1,0.7
i_loved,6,5.3,1571,0.003373647,0.7
and_with,6,5.3,2430,0.00218107,0.7
board_of,6,5.3,26,0.203846154,0.7
just_like,6,5.3,290,0.018275862,0.7
that_day,6,5.3,1112,0.004766187,0.583333333
get_out,6,5.3,202,0.026237624,0.466666667
proud_of,6,5.3,10,0.53,0.583333333
love_is,6,5.3,146,0.03630137,0.583333333
san_francisco,6,5.3,25,0.212,0.7
version_of,6,5.3,11,0.481818182,0.466666667
the_novel,6,5.3,4856,0.001091433,0.583333333
the_dark,6,5.3,4856,0.001091433,0.7
good_to,6,5.3,194,0.027319588,0.7
top_of,6,5.3,31,0.170967742,0.466666667
they_said,6,5.3,340,0.015588235,0.583333333
looks_like,6,5.3,25,0.212,0.583333333
less_than,6,5.3,29,0.182758621,0.466666667
god_is,6,5.3,46,0.115217391,0.583333333
is_no,6,5.3,1138,0.004657293,0.7
got_me,6,5.3,104,0.050961538,0.7
buy_a,6,5.3,28,0.189285714,0.7
a_high,6,5.3,2406,0.002202826,0.466666667
yet_to,6,5.3,38,0.139473684,0.466666667
all_over,6,5.3,340,0.015588235,0.35
over_again,6,5.3,127,0.041732283,0.583333333
the_morning,6,5.3,4856,0.001091433,0.7
say_it,6,5.3,109,0.048623853,0.583333333
and_so,6,5.3,2430,0.00218107,0.7
five_years,6,5.3,34,0.155882353,0.583333333
state_of,6,5.3,62,0.085483871,0.583333333
the_area,6,5.3,4856,0.001091433,0.7
are_still,6,5.3,531,0.009981168,0.583333333
a_place,6,5.3,2406,0.002202826,0.466666667
why_is,6,5.3,65,0.081538462,0.466666667
how_i,6,5.3,161,0.032919255,0.583333333
back_in,6,5.3,135,0.039259259,0.466666667
player_and,6,5.3,28,0.189285714,0.7
found_that,6,5.3,43,0.123255814,0.7
are_going,6,5.3,531,0.009981168,0.233333333
get_to,6,5.3,202,0.026237624,0.7
will_you,6,5.3,318,0.016666667,0.35
and_see,6,5.3,2430,0.00218107,0.583333333
is_all,6,5.3,1138,0.004657293,0.466666667
as_for,6,5.3,492,0.010772358,0.583333333
day_with,6,5.3,192,0.027604167,0.7
you_that,6,5.3,1035,0.005120773,0.7
go_back,6,5.3,127,0.041732283,0.466666667
which_he,6,5.3,149,0.03557047,0.7
i_told,6,5.3,1571,0.003373647,0.583333333
the_pain,6,5.3,4856,0.001091433,0.583333333
her_to,6,5.3,216,0.024537037,0.583333333
the_very,6,5.3,4856,0.001091433,0.7
follow_the,6,5.3,58,0.09137931,0.7
the_cleveland,6,5.3,4856,0.001091433,0.7
from_his,6,5.3,394,0.013451777,0.7
only_to,6,5.3,151,0.035099338,0.7
yeah_i,6,5.3,30,0.176666667,0.7
has_made,6,5.3,245,0.021632653,0.7
they_did,6,5.3,340,0.015588235,0.583333333
not_an,6,5.3,455,0.011648352,0.7
to_build,6,5.3,2827,0.001874779,0.466666667
three_years,6,5.3,60,0.088333333,0.583333333
because_we,6,5.3,127,0.041732283,0.466666667
was_to,6,5.3,638,0.00830721,0.7
make_up,6,5.3,127,0.041732283,0.7
to_write,6,5.3,2827,0.001874779,0.7
you_too,6,5.3,1035,0.005120773,0.583333333
year_with,6,5.3,125,0.0424,0.7
i_used,6,5.3,1571,0.003373647,0.466666667
know_how,6,5.3,143,0.037062937,0.583333333
on_how,6,5.3,869,0.006098964,0.583333333
moved_to,6,5.3,13,0.407692308,0.7
where_he,6,5.3,99,0.053535354,0.583333333
types_of,6,5.3,7,0.757142857,0.7
there_and,6,5.3,227,0.023348018,0.7
well_the,6,5.3,125,0.0424,0.7
it_that,6,5.3,936,0.005662393,0.35
he_wanted,6,5.3,503,0.010536779,0.233333333
to_avoid,6,5.3,2827,0.001874779,0.7
to_cover,6,5.3,2827,0.001874779,0.7
expected_to,6,5.3,12,0.441666667,0.7
forget_that,6,5.3,19,0.278947368,0.583333333
was_too,6,5.3,638,0.00830721,0.7
take_it,6,5.3,90,0.058888889,0.583333333
he_also,6,5.3,503,0.010536779,0.7
past_few,6,5.3,38,0.139473684,0.466666667
few_days,6,5.3,61,0.086885246,0.7
agreed_to,6,5.3,17,0.311764706,0.7
do_and,6,5.3,243,0.0218107,0.7
a_cold,6,5.3,2406,0.002202826,0.7
don't_have,6,5.3,119,0.044537815,0.466666667
work_is,6,5.3,99,0.053535354,0.7
with_our,6,5.3,735,0.007210884,0.7
would_love,6,5.3,178,0.029775281,0.233333333
