"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"stuff","that",0.095833333,"i",0.054166667,"out",0.054166667
"spent","the",0.095833333,"a",0.054166667,"nearly",0.054166667
"crazy","about",0.056521739,"the",0.03349408,"to",0.01949912
"saying","it",0.1,"that",0.1,"i",0.056521739
"north","dakota",0.143478261,"carolina",0.1,"korea",0.056521739
"ask","the",0.143478261,"for",0.1,"u",0.056521739
"shows","and",0.1,"that",0.1,"the",0.056521739
"post","i",0.143478261,"the",0.03249584,"to",0.01891798
"close","to",0.273913043,"the",0.1,"adaptation",0.013043478
"hand","and",0.056521739,"in",0.056521739,"put-in-bay",0.013043478
"recently","the",0.1,"to",0.02037206,"and",0.01751119
"true","i",0.056521739,"that",0.056521739,"to",0.02015055
"record","label",0.056521739,"for",0.056521739,"and",0.056521739
"west","coast",0.143478261,"is",0.056521739,"and",0.056521739
"easy","to",0.230434783,"for",0.056521739,"as",0.056521739
"issues","that",0.1,"at",0.056521739,"for",0.056521739
"sunday","the",0.03585157,"and",0.01794055,"a",0.01776336
"field","and",0.1,"the",0.03585049,"to",0.02087095
"law","enforcement",0.143478261,"firm",0.143478261,"by",0.056521739
"baby","boomers",0.056521739,"i",0.056521739,"the",0.03167857
"problem","with",0.230434783,"the",0.02814354,"to",0.01638422
"seen","a",0.195454545,"the",0.104545455,"and",0.01410174
"perfect","as",0.059090909,"pearls",0.059090909,"the",0.03091352
"ball","a",0.059090909,"the",0.03811717,"pockets",0.013636364
"thinking","about",0.195454545,"of",0.195454545,"that",0.059090909
"sometimes","i",0.195454545,"the",0.02964862,"to",0.01726043
"gets","a",0.104545455,"the",0.059090909,"and",0.01652114
"store","and",0.059090909,"to",0.02249282,"of",0.01578555
"works","in",0.195454545,"to",0.01839946,"a",0.01565939
"south","carolina",0.059090909,"of",0.059090909,"africa",0.059090909
"sense","of",0.513636364,"that",0.059090909,"a",0.059090909
"lead","to",0.15,"in",0.104545455,"and",0.01522097
"hot","pink",0.15,"dog",0.104545455,"tub",0.059090909
"cause","i",0.059090909,"a",0.059090909,"they",0.013636364
"water","that",0.059090909,"to",0.02108694,"a",0.01794665
"car","and",0.15,"the",0.03102981,"to",0.01806451
"dinner","tonight",0.059090909,"at",0.059090909,"the",0.03177462
"feeling","of",0.059090909,"like",0.059090909,"it",0.059090909
"won't","be",0.15,"get",0.059090909,"the",0.02776468
"won","the",0.331818182,"a",0.059090909,"to",0.01429218
"living","in",0.15,"room",0.059090909,"life",0.059090909
"hey","wait",0.059090909,"the",0.03281405,"to",0.01910324
"boys","r",0.059090909,"the",0.03461959,"and",0.01732405
"cant","see",0.059090909,"wait",0.059090909,"the",0.03096805
"cordless","reciprocating",0.195454545,"2-inch",0.104545455,"square",0.059090909
"writing","to",0.0224775,"of",0.0157748,"songs",0.014285714
"dog","he",0.061904762,"the",0.03628194,"of",0.01482359
"guess","i",0.157142857,"that",0.10952381,"thats",0.061904762
"either","the",0.10952381,"way",0.10952381,"but",0.061904762
"age","and",0.061904762,"to",0.061904762,"from",0.061904762
"march","the",0.061904762,"to",0.02144856,"of",0.01505268
"hour","for",0.061904762,"has",0.061904762,"the",0.03355294
"decided","to",0.680952381,"that",0.061904762,"not",0.061904762
"cold","the",0.03495101,"to",0.0203473,"and",0.0174899
"education","and",0.061904762,"will",0.061904762,"the",0.0334533
"gonna","be",0.204761905,"try",0.10952381,"miss",0.061904762
"coach","the",0.03662373,"a",0.01814594,"todd",0.014285714
"phone","number",0.10952381,"with",0.061904762,"to",0.01869892
"knew","that",0.252380952,"what",0.10952381,"how",0.061904762
"whole","wheat",0.061904762,"new",0.061904762,"the",0.03097205
"social","media",0.252380952,"and",0.061904762,"issues",0.061904762
"excited","to",0.347619048,"about",0.252380952,"for",0.061904762
"attorney","general",0.061904762,"the",0.03315407,"to",0.01930118
"building","and",0.157142857,"has",0.061904762,"the",0.0289479
"hands","to",0.061904762,"and",0.061904762,"the",0.0346028
"states","that",0.061904762,"to",0.061904762,"and",0.01755344
"eat","a",0.10952381,"the",0.03339844,"to",0.01944345
"care","of",0.157142857,"and",0.061904762,"the",0.061904762
"@","mile",0.065,"to",0.01950583,"and",0.0167666
"sleep","the",0.065,"to",0.02067972,"and",0.01777564
"walk","on",0.115,"for",0.065,"to",0.065
"question","if",0.065,"but",0.065,"of",0.065
"shit","the",0.03689483,"a",0.01828026,"of",0.015074
"taken","to",0.265,"by",0.065,"the",0.02531073
"ur","so",0.065,"back",0.065,"the",0.03045965
"woman","was",0.115,"who",0.065,"the",0.03144936
"known","to",0.215,"as",0.115,"for",0.115
"director","of",0.315,"for",0.065,"the",0.02338318
"men","who",0.115,"and",0.065,"in",0.065
"instead","of",0.365,"we",0.065,"i",0.065
"word","of",0.065,"to",0.02090647,"and",0.01797055
"program","that",0.065,"the",0.065,"to",0.02058587
"nearly","every",0.065,"as",0.065,"the",0.03247604
"haven't","been",0.115,"had",0.115,"done",0.065
"sounds","like",0.315,"the",0.02481578,"ghetto",0.015
"plan","to",0.215,"the",0.03042806,"a",0.01507617
"bring","your",0.115,"you",0.115,"it",0.065
"recent","years",0.165,"the",0.02885651,"to",0.01679929
"turn","off",0.115,"the",0.065,"around",0.065
"super","bowl",0.065,"the",0.03184274,"to",0.01853777
"services","and",0.165,"that",0.065,"a",0.0159477
"six","weeks",0.115,"hours",0.065,"innings",0.065
"brother","and",0.065,"had",0.065,"the",0.03271288
"happened","to",0.115,"in",0.115,"that",0.065
"event","in",0.115,"will",0.065,"a",0.01663008
"tried","to",0.465,"a",0.065,"it",0.065
"girls","are",0.065,"to",0.02130233,"and",0.01831081
"yourself","in",0.065,"to",0.02154179,"a",0.01833376
"stay","tuned",0.165,"with",0.115,"in",0.065
"moment","when",0.115,"to",0.065,"i",0.065
"available","in",0.115,"at",0.065,"to",0.065
"driver","kit",0.115,"and",0.115,"can",0.065
"definitely","the",0.03437419,"to",0.0200115,"and",0.01720126
"finished","with",0.121052632,"the",0.068421053,"in",0.068421053
"tv","and",0.01897312,"a",0.01878573,"while",0.015789474
"given","the",0.226315789,"to",0.068421053,"me",0.068421053
"wow","i",0.068421053,"the",0.03324033,"to",0.0193514
"favorite","things",0.068421053,"the",0.03282226,"to",0.01910801
"ok","so",0.173684211,"with",0.121052632,"but",0.068421053
"trip","to",0.173684211,"from",0.121052632,"up",0.068421053
"history","of",0.121052632,"the",0.03387786,"you",0.015789474
"final","the",0.03422571,"to",0.01992506,"and",0.01712696
"forget","that",0.278947368,"about",0.226315789,"to",0.121052632
"practice","of",0.121052632,"to",0.02055147,"a",0.01749092
"wanna","go",0.068421053,"the",0.03228102,"to",0.01879293
"wasn't","much",0.068421053,"going",0.068421053,"the",0.03106085
"air","force",0.068421053,"france",0.068421053,"the",0.03246395
"gave","a",0.173684211,"me",0.173684211,"him",0.121052632
"third","quarter",0.068421053,"the",0.03338472,"to",0.01943546
"john","was",0.068421053,"the",0.0321688,"to",0.01872759
"eyes","and",0.121052632,"were",0.068421053,"she",0.068421053
"provide","a",0.173684211,"to",0.01907773,"safe",0.015789474
"happen","to",0.226315789,"we",0.068421053,"the",0.02719039
"based","on",0.542105263,"in",0.226315789,"off",0.015789474
"fans","of",0.121052632,"who",0.068421053,"in",0.068421053
"strong","to",0.02180915,"a",0.01856131,"interest",0.015789474
"town","and",0.068421053,"the",0.03355273,"to",0.01953327
"gone","to",0.331578947,"wrong",0.015789474,"the",0.015789474
"beyond","the",0.173684211,"to",0.01771658,"brother",0.015789474
"wrote","in",0.121052632,"the",0.068421053,"to",0.068421053
"conference","the",0.03469027,"to",0.02019551,"and",0.01735942
"themselves","in",0.068421053,"the",0.03534508,"and",0.0176871
"issue","if",0.068421053,"of",0.068421053,"the",0.03461114
"lives","in",0.173684211,"and",0.121052632,"on",0.068421053
"share","of",0.121052632,"to",0.01975644,"and",0.01698202
"blog","post",0.068421053,"the",0.03439489,"to",0.02002355
"fight","for",0.121052632,"it",0.121052632,"the",0.068421053
"system","the",0.072222222,"to",0.0198279,"and",0.01704344
"worth","it",0.072222222,"of",0.072222222,"noting",0.072222222
"wrong","with",0.183333333,"i",0.072222222,"the",0.0284196
"financial","officer",0.072222222,"aid",0.072222222,"the",0.03051287
"die","in",0.183333333,"on",0.072222222,"and",0.072222222
"hate","when",0.072222222,"the",0.072222222,"to",0.01931863
"we'll","be",0.183333333,"get",0.127777778,"see",0.072222222
"body","on",0.072222222,"of",0.072222222,"to",0.01940987
"green","the",0.03582361,"a",0.0177495,"space",0.016666667
"future","to",0.072222222,"for",0.072222222,"the",0.03188185
"projects","the",0.03751746,"and",0.01877419,"a",0.01858876
"court","a",0.01944329,"for",0.016666667,"resumes",0.016666667
"felt","that",0.127777778,"like",0.127777778,"the",0.02803922
"church","and",0.072222222,"this",0.072222222,"the",0.03337206
"death","of",0.294444444,"and",0.127777778,"the",0.02217475
"whatever","you",0.183333333,"it",0.072222222,"to",0.01675111
"national","baseball",0.072222222,"the",0.03182757,"to",0.01852894
"takes","place",0.072222222,"a",0.072222222,"more",0.072222222
"within","the",0.294444444,"and",0.072222222,"your",0.016666667
"star","to",0.02141571,"a",0.01822645,"the",0.016666667
"fall","the",0.03618667,"to",0.02106666,"hard",0.016666667
"held","at",0.127777778,"in",0.072222222,"up",0.072222222
"words","the",0.03837516,"a",0.01901372,"cravat",0.016666667
"design","of",0.072222222,"the",0.03388519,"to",0.01972682
"radio","station",0.072222222,"the",0.03468287,"a",0.0171843
"probably","to",0.02100584,"and",0.01805596,"a",0.01787762
"needed","to",0.35,"a",0.127777778,"for",0.072222222
"questions","about",0.127777778,"to",0.072222222,"the",0.03093845
"tickets","to",0.194117647,"for",0.076470588,"the",0.02801967
"fast","food",0.076470588,"and",0.076470588,"the",0.03088708
"cover","of",0.076470588,"the",0.076470588,"to",0.01974696
"she's","going",0.076470588,"and",0.01770226,"amazing",0.017647059
"wonderful","the",0.03644233,"a",0.01805606,"crafties",0.017647059
"catch","the",0.194117647,"a",0.076470588,"me",0.076470588
"press","and",0.076470588,"at",0.017647059,"release",0.017647059
"wish","i",0.194117647,"there",0.076470588,"it",0.076470588
"sent","you",0.135294118,"me",0.076470588,"to",0.076470588
"sad","a",0.076470588,"to",0.02114209,"last",0.017647059
"fan","i",0.076470588,"of",0.076470588,"the",0.03264533
"began","to",0.370588235,"the",0.02278285,"wincing",0.017647059
"project","i",0.076470588,"to",0.076470588,"mercury",0.017647059
"situation","and",0.135294118,"in",0.076470588,"the",0.03018576
"challenge","the",0.135294118,"to",0.017647059,"will",0.017647059
"playing","and",0.01919927,"a",0.01900964,"the",0.017647059
"worked","with",0.135294118,"there",0.076470588,"for",0.076470588
"whether","or",0.135294118,"you",0.076470588,"the",0.076470588
"luck","to",0.076470588,"with",0.076470588,"the",0.03188258
"truth","about",0.076470588,"the",0.03465046,"any",0.017647059
"schools","and",0.076470588,"with",0.076470588,"the",0.03158577
"service","has",0.076470588,"the",0.03300366,"exams",0.017647059
"area","the",0.03667589,"a",0.01817178,"i",0.017647059
"among","the",0.135294118,"others",0.076470588,"other",0.076470588
"parents","the",0.03475482,"to",0.02023309,"get",0.017647059
"international","to",0.02124511,"and",0.01826163,"a",0.01808126
"companies","and",0.135294118,"are",0.076470588,"that",0.076470588
"outside","the",0.135294118,"of",0.076470588,"to",0.01781382
"online","and",0.135294118,"the",0.03183115,"to",0.017647059
"begin","to",0.252941176,"with",0.194117647,"the",0.02083339
"they're","not",0.076470588,"just",0.076470588,"the",0.03081853
"media","with",0.076470588,"and",0.076470588,"the",0.03086578
"agreed","to",0.311764706,"that",0.076470588,"the",0.02323017
"members","of",0.370588235,"the",0.02304036,"percent",0.017647059
"child","on",0.076470588,"and",0.076470588,"that",0.076470588
"federal","government",0.135294118,"law",0.076470588,"and",0.076470588
"paper","and",0.076470588,"bags",0.076470588,"the",0.03056819
"plans","to",0.252941176,"for",0.135294118,"are",0.076470588
"data","the",0.03436689,"to",0.02000725,"digs",0.017647059
"fly","with",0.076470588,"i",0.076470588,"the",0.03260558
"oil","and",0.076470588,"is",0.076470588,"the",0.03222478
"boy","the",0.03589587,"to",0.02089737,"a",0.01778531
"email","us",0.076470588,"for",0.076470588,"me",0.076470588
"youre","going",0.076470588,"not",0.076470588,"mad",0.076470588
"possible","the",0.03672899,"a",0.01819809,"touchdown",0.017647059
"impact","wrench",0.429411765,"driver",0.311764706,"was",0.017647059
"floor","of",0.08125,"for",0.08125,"the",0.03132783
"novel","by",0.08125,"to",0.02086176,"category",0.01875
"became","a",0.26875,"the",0.08125,"reality's",0.01875
"decision","to",0.14375,"the",0.08125,"for",0.01875
"chance","to",0.20625,"for",0.08125,"working",0.01875
"longer","the",0.0351869,"then",0.01875,"fearful",0.01875
"political","and",0.14375,"correctness",0.08125,"the",0.02785832
"paid","for",0.14375,"a",0.01875,"money",0.01875
"across","the",0.70625,"another",0.01875,"from",0.01875
"department","of",0.20625,"the",0.02873242,"and",0.01875
"offer","them",0.08125,"is",0.08125,"the",0.03096934
"ohio","city",0.08125,"the",0.03214454,"state",0.01875
"york","in",0.08125,"the",0.03322607,"told",0.01875
"band","the",0.03728005,"luis",0.01875,"tickets",0.01875
"list","to",0.02183538,"and",0.01876901,"of",0.01875
"performance","at",0.08125,"the",0.03329619,"to",0.01938392
"road","the",0.03601453,"slated",0.01875,"surrounded",0.01875
"wants","to",0.39375,"me",0.08125,"max",0.01875
"points","and",0.26875,"in",0.08125,"the",0.02497058
"omg","i",0.20625,"we",0.08125,"the",0.02573718
"books","and",0.08125,"the",0.03309185,"to",0.01926496
"weather","was",0.08125,"the",0.03360128,"to",0.01956153
"mark","the",0.03408022,"to",0.01984036,"keep",0.01875
"eating","contest",0.14375,"a",0.08125,"the",0.02862432
"although","i",0.14375,"to",0.0189026,"she",0.01875
"usually","do",0.08125,"the",0.03345805,"to",0.01947815
"location","of",0.08125,"to",0.08125,"that",0.08125
"inside","the",0.26875,"joke",0.08125,"of",0.08125
"student","to",0.08125,"the",0.03332893,"outcomes",0.01875
"order","to",0.26875,"of",0.08125,"a",0.01875
"film","as",0.08125,"to",0.01987164,"hope",0.01875
"sales","in",0.14375,"the",0.03142249,"reports",0.01875
"vote","for",0.14375,"on",0.08125,"u",0.01875
"c","diff",0.08125,"to",0.01996101,"garretty",0.01875
"include","the",0.14375,"a",0.08125,"appliances",0.01875
"middle","of",0.286666667,"school",0.153333333,"the",0.02057085
"drawing","for",0.22,"is",0.02,"matched",0.02
"difficult","to",0.286666667,"for",0.086666667,"the",0.02400333
"putting","your",0.086666667,"to",0.02024632,"it",0.02
"price","of",0.153333333,"is",0.086666667,"the",0.02919957
"b","c",0.153333333,"n",0.02,"in",0.02
"david","the",0.03439263,"to",0.02002223,"lawee",0.02
"winter","the",0.0371647,"nights",0.02,"olympics",0.02
"dead","to",0.02128876,"during",0.02,"mans",0.02
"page","the",0.03699401,"loads",0.02,"john",0.02
"present","the",0.03624996,"to",0.02110351,"you",0.02
"loved","the",0.086666667,"ones",0.086666667,"this",0.02
"general","manager",0.153333333,"the",0.02905209,"dynamics",0.02
"tweet","the",0.03518508,"to",0.02048357,"break",0.02
"cute","the",0.0342609,"guy",0.02,"follow",0.02
"space","the",0.03647557,"to",0.02123485,"that",0.02
"downtown","the",0.03626814,"to",0.02111409,"redevelopment",0.02
"christmas","i",0.086666667,"lights",0.086666667,"the",0.03041126
"wine","tasting",0.086666667,"the",0.03225677,"program",0.02
"art","lesson",0.086666667,"the",0.03261457,"is",0.02
"ass","up",0.086666667,"the",0.03310843,"head",0.02
"website","that",0.086666667,"the",0.03447522,"to",0.02007031
"residents","who",0.086666667,"have",0.086666667,"to",0.086666667
"bitch","i",0.086666667,"the",0.0333419,"yahemi",0.02
"calls","for",0.22,"the",0.02882628,"says",0.02
"write","about",0.086666667,"down",0.086666667,"on",0.086666667
"i'd","love",0.086666667,"like",0.086666667,"have",0.086666667
"dream","of",0.153333333,"i",0.086666667,"the",0.0282645
"major","the",0.03366173,"miscommunication",0.02,"shift",0.02
"busy","with",0.153333333,"all",0.086666667,"the",0.02803171
"james","the",0.03512581,"to",0.02044907,"shapiro's",0.02
"reading","this",0.22,"someone's",0.02,"would",0.02
"ive","been",0.153333333,"played",0.086666667,"done",0.086666667
"quite","to",0.02107631,"unique",0.02,"interesting",0.02
"join","the",0.286666667,"us",0.153333333,"dogtv",0.02
"rock","star",0.153333333,"the",0.153333333,"your",0.086666667
"washington","the",0.153333333,"d.c",0.086666667,"and",0.086666667
"account","and",0.153333333,"is",0.086666667,"the",0.02894194
"huge","the",0.03401542,"range",0.02,"selection",0.02
"certainly","have",0.086666667,"the",0.03293418,"more",0.02
"written","and",0.086666667,"about",0.086666667,"in",0.02
"turned","to",0.22,"out",0.153333333,"into",0.086666667
"energy","to",0.153333333,"the",0.03155629,"as",0.02
"view","of",0.286666667,"from",0.153333333,"the",0.02116033
